தொடங்கும் எழுத்து,பெயர்,பொருள்,ஆண்,பெண்
பூ,பூங்கணை,,,பெண்
பூ,பூங்கண்ணி,,,பெண்
பூ,பூங்கதிர்,,,பெண்
பூ,பூங்கன்று,,,பெண்
பூ,பூங்கயம்,,,பெண்
பூ,பூங்கயல்,,,பெண்
பூ,பூங்கரை,,,பெண்
பூ,பூங்கலம்,,,பெண்
பூ,பூங்கலை,,,பெண்
பூ,பூங்கழனி,,,பெண்
பூ,பூங்கழல்,,,பெண்
பூ,பூங்கா,,,பெண்
பூ,பூங்காஞ்சி,,,பெண்
பூ,பூங்காடு,,,பெண்
பூ,பூங்காந்தள்,,,பெண்
பூ,பூங்கானல்,,,பெண்
பூ,பூங்கிளி,,,பெண்
பூ,பூங்கிள்ளை,,,பெண்
பூ,பூங்குன்றம்,,,பெண்
பூ,பூங்குன்று,,,பெண்
பூ,பூங்குமரி,,,பெண்
பூ,பூங்குயில்,,,பெண்
பூ,பூங்குரல்,,,பெண்
பூ,பூங்குருவி,,,பெண்
பூ,பூங்குறிஞ்சி,,,பெண்
பூ,பூங்குளத்தள்,,,பெண்
பூ,பூங்குழலி,,,பெண்
பூ,பூங்குழல்,,,பெண்
பூ,பூங்குழை,,,பெண்
பூ,பூங்குவை,,,பெண்
பூ,பூங்கூடல்,,,பெண்
பூ,பூங்கூந்தல்,,,பெண்
பூ,பூங்கொடி,,,பெண்
பூ,பூங்கொத்து,,,பெண்
பூ,பூங்கொன்றை,,,பெண்
பூ,பூங்கொம்பு,,,பெண்
பூ,பூங்கோதை,,,பெண்
பூ,பூஞ்சந்தனம்,,,பெண்
பூ,பூஞ்சாந்து,,,பெண்
பூ,பூஞ்சாரல்,,,பெண்
பூ,பூஞ்சிட்டு,,,பெண்
பூ,பூஞ்சிலம்பு,,,பெண்
பூ,பூஞ்சுடர்,,,பெண்
பூ,பூஞ்சுனை,,,பெண்
பூ,பூஞ்செடி,,,பெண்
பூ,பூஞ்செருந்தி,,,பெண்
பூ,பூஞ்செல்வி,,,பெண்
பூ,பூஞ்சோலை,,,பெண்
பூ,பூதநாச்சியார்,,,பெண்
பூ,பூநகை,,,பெண்
பூ,பூநங்கை,,,பெண்
பூ,பூநல்லள்,,,பெண்
