தொடங்கும் எழுத்து,பெயர்,பொருள்,ஆண்,பெண்
மோ,மோதணி,,,பெண்
மோ,மோதரி,,,பெண்
மோ,மோதருவி,,,பெண்
மோ,மோதலை,,,பெண்
மோ,மோதாழி,,,பெண்
மோ,மோது,முட்டுதல்,,பெண்
மோ,மோதுகலம்,,,பெண்
மோ,மோதுபடை,,,பெண்
மோ,மோதுபுலி,,,பெண்
மோ,மோனை, முதன்மை,,பெண்
